id_intervento,tipo,nome,fase,fase_orig,data_stato,data_attivazione,data_fine
Ciclabilita_Rete:38d110e3a3,ciclabile,Via Boccea - Via Tragliata - Via Anguillara,da_definire,7.0,placeholder,,
Ciclabilita_Rete:e6f9b4d6ae,ciclabile,Tivoli-San Cesareo,da_definire,7.0,placeholder,,
Ciclabilita_Rete:6e168cb37c,ciclabile,Percorso ciclopedonale in sx fiume Tevere di collegamento a Mezzocammino,da_definire,0.0,placeholder,,
Ciclabilita_Rete:361d43a66a,ciclabile,Tivoli-San Cesareo,da_definire,7.0,placeholder,,
Ciclabilita_Rete:95af4bd212,ciclabile,Prato Fiorito-S. M. delle Mole (Prenestino-Appia) (Via Casilina - confine Comunale),da_definire,7.0,placeholder,,
Ciclabilita_Rete:8ae156f856,ciclabile,Via della Bufalotta - Viale Adriatico - Viale Camaro,da_definire,24.0,placeholder,,
Ciclabilita_Rete:bd4d6c1371,ciclabile,Tor Pagnotta - Fonte Laurentina,da_definire,0.0,placeholder,,
Ciclabilita_Rete:72226b052d,ciclabile,Via Boccea - Via Tragliata - Via Anguillara,da_definire,7.0,placeholder,,
Ciclabilita_Rete:e920703465,ciclabile,Osteria Nuova-Passoscuro,da_definire,7.0,placeholder,,
Ciclabilita_Rete:5a74afb764,ciclabile,Via Flaminia,da_definire,7.0,placeholder,,
Ciclabilita_Rete:d400176fbd,ciclabile,Prato Fiorito-S. M. delle Mole (Prenestino-Appia) (Via Casilina - confine Comunale),da_definire,7.0,placeholder,,
Ciclabilita_Rete:b33b648dba,ciclabile,Campagnano-Cesano,da_definire,7.0,placeholder,,
Ciclabilita_Rete:88772caa91,ciclabile,Osteria Nuova-Fregene,da_definire,7.0,placeholder,,
Ciclabilita_Rete:8694cd2c8f,ciclabile,Metro S.Maria del Soccorso - Via Debussy - Piazza Brahms - Piazza Borodin,da_definire,23.0,placeholder,,
Ciclabilita_Rete:4635cb7d32,ciclabile,Osteria dell'Osa-Poli,da_definire,7.0,placeholder,,
Ciclabilita_Rete:543e9be3e3,ciclabile,Litoranea Ostia - Torvaianica,da_definire,5.0,placeholder,,
Ciclabilita_Rete:06d0245e00,ciclabile,Ciclabile Monte Ciocci Valle Aurelia - Ex-Ponte Ferroviario - Viale Vaticano,da_definire,5.0,placeholder,,
Ciclabilita_Rete:4683eaebbc,ciclabile,Via Anastasio II,da_definire,5.0,placeholder,,
Ciclabilita_Rete:59017d1ea3,ciclabile,Tevere,da_definire,7.0,placeholder,,
Ciclabilita_Rete:33bf100994,ciclabile,Via Prenestina,da_definire,5.0,placeholder,,
Ciclabilita_Rete:a70ec2e214,ciclabile,Ciclovia Tibur Valeria (Bicitalia 7),da_definire,5.0,placeholder,,
Ciclabilita_Rete:8912460b42,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:f8a5d9ba9c,ciclabile,Piazzale Ostiense - Piazzale Metronio,da_definire,2.0,placeholder,,
Ciclabilita_Rete:53e585664b,ciclabile,Via Tiburtina (da Stazione Tiburtina a Santa Maria del Soccorso),da_definire,5.0,placeholder,,
Ciclabilita_Rete:80fce46cb2,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:c53f2bc8d0,ciclabile,Via Appia Antica (GRA - confine Comunale),da_definire,5.0,placeholder,,
Ciclabilita_Rete:b4d70783fc,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:75671499b9,ciclabile,Dorsale Tiburtina (Metro S.M. Soccorso - Confine Comunale),da_definire,5.0,placeholder,,
Ciclabilita_Rete:ba97a40ba1,ciclabile,Ponte Tintoretto,da_definire,0.0,placeholder,,
Ciclabilita_Rete:77c455ed0f,ciclabile,Via Viale Giuseppe Cappi - Via Belmonte in Sabina - Via di Sant'Alessandro,da_definire,23.0,placeholder,,
Ciclabilita_Rete:0430643e72,ciclabile,Piazzale Ostiense - Piazzale Metronio,da_definire,2.0,placeholder,,
Ciclabilita_Rete:e5f89814ce,ciclabile,Ponte di Castel Giubileo,da_definire,6.0,placeholder,,
Ciclabilita_Rete:f80ded84bb,ciclabile,Dorsale Tevere,da_definire,0.0,placeholder,,
Ciclabilita_Rete:f176237cb0,ciclabile,Lungotevere sx da Via Rubattino a Ponte Sublicio aggancio Via Portuense - Largo Aventino - Bocca della Verit�,da_definire,0.0,placeholder,,
Ciclabilita_Rete:45aa8c8b09,ciclabile,Via Nomentana,da_definire,0.0,placeholder,,
Ciclabilita_Rete:3fbfed2dbb,ciclabile,Dorsale Tiburtina (Metro S.M. Soccorso - Ponte Mammolo),da_definire,5.0,placeholder,,
Ciclabilita_Rete:db78d71298,ciclabile,Ciclovia Salaria (Bicitalia 9),da_definire,5.0,placeholder,,
Ciclabilita_Rete:4a75f8abfa,ciclabile,Via Nomentana,da_definire,7.0,placeholder,,
Ciclabilita_Rete:5ef45126da,ciclabile,Gregorio VII - Porta Cavalleggeri / Via delle Fornaci + aggancio Corso Vittorio Emanuele,da_definire,0.0,placeholder,,
Ciclabilita_Rete:cda40a3a2d,ciclabile,Via Lanciani - Viadotto Ciclabile  Ponte Lanciani,da_definire,0.0,placeholder,,
Ciclabilita_Rete:fedc7c12b7,ciclabile,Monte Mario,da_definire,0.0,placeholder,,
Ciclabilita_Rete:be9b851402,ciclabile,Via Zabaglia,da_definire,0.0,placeholder,,
Ciclabilita_Rete:9d96dd30b3,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:94319d001a,ciclabile,Via Portuense,da_definire,0.0,placeholder,,
Ciclabilita_Rete:5347b81e4c,ciclabile,Viadotto Sandro Pertini - Via San Leo - Via Radicofani - Via Cortona - Via Salaria,da_definire,7.0,placeholder,,
Ciclabilita_Rete:f9bb211af1,ciclabile,Piazza Medaglie d'Oro - Gemelli,da_definire,5.0,placeholder,,
Ciclabilita_Rete:183fb393d6,ciclabile,Viale Tirreno - Piazza Sempione - Ponte Tazio - Via Valsolda,da_definire,2.0,placeholder,,
Ciclabilita_Rete:324c46711a,ciclabile,Ciclovia delle Valli (escluso GRAB),da_definire,2.0,placeholder,,
Ciclabilita_Rete:61967c08c9,ciclabile,Sentiero Pasolini,da_definire,5.0,placeholder,,
Ciclabilita_Rete:08aca626d4,ciclabile,Ciclovia delle Valli (escluso GRAB),da_definire,2.0,placeholder,,
Ciclabilita_Rete:3aefcb5aae,ciclabile,Ciclovia delle Valli (escluso GRAB),da_definire,2.0,placeholder,,
Ciclabilita_Rete:33bd085898,ciclabile,Tangenziale Vigna Murata - Tor Carbone - Viale Appio Claudio,da_definire,6.0,placeholder,,
Ciclabilita_Rete:363092bb39,ciclabile,Percorso ciclopedonale in sx fiume Tevere di collegamento a Mezzocammino,da_definire,0.0,placeholder,,
Ciclabilita_Rete:678dfe9f4a,ciclabile,Ciclovia intercomunale S.Maria delle Mole - Stazione Ciampino - Cinecittà metro A,da_definire,5.0,placeholder,,
Ciclabilita_Rete:8452248c52,ciclabile,Tivoli-San Cesareo,da_definire,7.0,placeholder,,
Ciclabilita_Rete:4942b4075b,ciclabile,Dorsale Colombo (Ciclomare tratto Via Laurentina - Ostia),da_definire,21.0,placeholder,,
Ciclabilita_Rete:890b050e9a,ciclabile,Via La Spezia - Piazza Lodi - via Gallarate - Ponte Casilino - via l'Aquila,da_definire,2.0,placeholder,,
Ciclabilita_Rete:b4d9db518d,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:7746d8a90b,ciclabile,Via La Spezia,da_definire,0.0,placeholder,,
Ciclabilita_Rete:aebda79099,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:2357c46d86,ciclabile,Ciclabile Togliatti (tra Via Prenestina e Via delle Acacie),da_definire,0.0,placeholder,,
Ciclabilita_Rete:0e346cd7e4,ciclabile,Via Prenestina,da_definire,5.0,placeholder,,
Ciclabilita_Rete:d93a12ec41,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:8805cab456,ciclabile,Prolungamento Pista Nomentana a Stazione Termini + aggancio piazza di Porta San Lorenzo,da_definire,2.0,placeholder,,
Ciclabilita_Rete:694de56c4e,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:224c9b6daf,ciclabile,Collegamento Valle Aurelia - Quartiere Prati (attraverso Via Anastasio II e Via Cipro),da_definire,2.0,placeholder,,
Ciclabilita_Rete:0501930e81,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:61366bf223,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:1400e4f146,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:d9dc469df6,ciclabile,Prolungamento della pista ciclabile di Via Tuscolana da Porta Furba a Stazione Tuscolana,da_definire,0.0,placeholder,,
Ciclabilita_Rete:6fcb0204dd,ciclabile,Prolungamento della pista ciclabile di Via Tuscolana da Porta Furba a Stazione Tuscolana,da_definire,0.0,placeholder,,
Ciclabilita_Rete:73f3aee291,ciclabile,Corridoio Tevere Sx,da_definire,0.0,placeholder,,
Ciclabilita_Rete:baa5801a87,ciclabile,Via Ostiense,da_definire,23.0,placeholder,,
Ciclabilita_Rete:ec3b553976,ciclabile,Dorsale Tevere,da_definire,0.0,placeholder,,
Ciclabilita_Rete:44d924227e,ciclabile,Via di Grotta Perfetta (fino a Via Ardeatina),da_definire,0.0,placeholder,,
Ciclabilita_Rete:c5789f61d8,ciclabile,Dorsale Tevere,da_definire,6.0,placeholder,,
Ciclabilita_Rete:6a5d37a430,ciclabile,Viadotto dei Presidenti - Via Fucini,da_definire,21.0,placeholder,,
Ciclabilita_Rete:181e6e9f7e,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:6f4b6befc0,ciclabile,Dorsale Colombo (Ciclomare tratto Via Laurentina - Ostia),da_definire,5.0,placeholder,,
Ciclabilita_Rete:49d38fb260,ciclabile,Dorsale Tevere,da_definire,6.0,placeholder,,
Ciclabilita_Rete:f3a4455a4c,ciclabile,Viale Kant - Viale Egidio Galbani - Via Furio Cicogna,da_definire,21.0,placeholder,,
Ciclabilita_Rete:7b8d0e4d34,ciclabile,Viale Tiziano,da_definire,0.0,placeholder,,
Ciclabilita_Rete:0eadb80dbb,ciclabile,Via Ostiense - Ponte della Scienza,da_definire,21.0,placeholder,,
Ciclabilita_Rete:a9f992d5b8,ciclabile,Prolungamento Pista Nomentana a Stazione Termini + aggancio piazza di Porta San Lorenzo,da_definire,2.0,placeholder,,
Ciclabilita_Rete:8224eca0e6,ciclabile,Viale della Grande Muraglia,da_definire,,placeholder,,
Ciclabilita_Rete:ffd55c180a,ciclabile,Via Ostiense della Basilica San Paolo alla Stazione Piramide,da_definire,1.0,placeholder,,
Ciclabilita_Rete:e1ce1e2e57,ciclabile,Gregorio VII - Porta Cavalleggeri / Via delle Fornaci + aggancio Corso Vittorio Emanuele,da_definire,0.0,placeholder,,
Ciclabilita_Rete:e0021f0667,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:ed8186427e,ciclabile,Ricucitura Tevere Sud - Torrino (Parco dei Fumetti),da_definire,0.0,placeholder,,
Ciclabilita_Rete:f6b85d2b9c,ciclabile,Castel Sant'Angelo - Via della Conciliazione - Via di Porta Angelica - Piazza del Risorgimento,da_definire,5.0,placeholder,,
Ciclabilita_Rete:ee36e0ac16,ciclabile,Via Appia Nuova - Via Colombo (Via Albalonga - Via Ceneda - Via Pomezia - Via Imera - Via Satrico -Via Pannonia),da_definire,22.0,placeholder,,
Ciclabilita_Rete:151a8d8227,ciclabile,Via Appia Nuova - Via Colombo (Via Gallia - Via Cerveteri),da_definire,22.0,placeholder,,
Ciclabilita_Rete:d2fdb75b80,ciclabile,Prolungamento Pista Ciclabile di Via Tuscolana fino al GRA,da_definire,22.0,placeholder,,
Ciclabilita_Rete:2374d7f243,ciclabile,Dorsale Tevere,da_definire,0.0,placeholder,,
Ciclabilita_Rete:1e590d166e,ciclabile,Attraversamento ciclopedonale del Fosso di Malafede,da_definire,100.0,placeholder,,
Ciclabilita_Rete:0bf55000f4,ciclabile,Percorso ciclopedonale in sx fiume Tevere di collegamento a Mezzocammino,da_definire,100.0,placeholder,,
Ciclabilita_Rete:162049b1cd,ciclabile,Saxa Rubra,da_definire,24.0,placeholder,,
Ciclabilita_Rete:7d23f32cee,ciclabile,Prolungamento Pista Nomentana a Stazione Termini + aggancio piazza di Porta San Lorenzo,da_definire,2.0,placeholder,,
Ciclabilita_Rete:0e01c56bdd,ciclabile,Rammaglio Ciclabile Castel Giubileo (Via del Ponte di Castel Giubileo),da_definire,25.0,placeholder,,
Ciclabilita_Rete:7e1cdbffdb,ciclabile,Via Anagnina,da_definire,24.0,placeholder,,
Ciclabilita_Rete:1e4b4a873c,ciclabile,Dorsale Colombo (Ciclomare tratto Via Laurentina - Ostia),da_definire,5.0,placeholder,,
Ciclabilita_Rete:abceb0cd2b,ciclabile,Via Appia Nuova (Arco di Travertino - Confine Comunale),da_definire,24.0,placeholder,,
Ciclabilita_Rete:1c88d18c46,ciclabile,Via di Grottarossa - Via Veientana - Parco Papacci - Ponte sul Crescenza - Via di Grottarossa,da_definire,22.0,placeholder,,
Ciclabilita_Rete:c3923ee574,ciclabile,Lungotevere dei Sangallo - Lungotevere dei Tebaldi - Aggancio Corso Vittorio Emanuele II,da_definire,22.0,placeholder,,
Ciclabilita_Rete:9df9dec8f1,ciclabile,Collegamento Piazza del Popolo - Vaticano - Via Ottaviano,da_definire,22.0,placeholder,,
Ciclabilita_Rete:a7a2c2cb2b,ciclabile,Via Sicilia fino a Via Veneto,da_definire,22.0,placeholder,,
Ciclabilita_Rete:80f717eefe,ciclabile,Viale Sabatini-Via Fiume Bianco-Viale Borghi-Via Garosi-Via di Valleranello-Via Chiarini-Via Amaldi,da_definire,0.0,placeholder,,
Ciclabilita_Rete:580f18436d,ciclabile,Via Walter Rossio - Via della Camilluccia,da_definire,24.0,placeholder,,
Ciclabilita_Rete:67c62f0895,ciclabile,Ciclovia Romea Tiberina (Bicitalia 5),da_definire,7.0,placeholder,,
Ciclabilita_Rete:7080b2514b,ciclabile,Dorsale Casilina (Togliatti - Torre Maura),da_definire,23.0,placeholder,,
Ciclabilita_Rete:c1c692cd8c,ciclabile,Corso Francia - Via Cassia,da_definire,24.0,placeholder,,
Ciclabilita_Rete:3836d901f1,ciclabile,Via Latina (Via delle Mura Latine - Via Acaia),da_definire,23.0,placeholder,,
Ciclabilita_Rete:f91deb2d98,ciclabile,Collegamento Via Po-Via Venti Settembre,da_definire,24.0,placeholder,,
Ciclabilita_Rete:94befb09bb,ciclabile,Via Roccalvecce - Via Flaminia Nuova,da_definire,23.0,placeholder,,
Ciclabilita_Rete:5b9e8b29f9,ciclabile,Via della Farnesina - Ponte Milvio,da_definire,23.0,placeholder,,
Ciclabilita_Rete:8b8dda1c40,ciclabile,Via Nemea,da_definire,23.0,placeholder,,
Ciclabilita_Rete:d083feb85e,ciclabile,Via Togliatti (Largo Santi-Tuscolana),da_definire,21.0,placeholder,,
Ciclabilita_Rete:78505b9b99,ciclabile,Gregorio VII - Porta Cavalleggeri / Via delle Fornaci + aggancio Corso Vittorio Emanuele,da_definire,0.0,placeholder,,
Ciclabilita_Rete:551edb7690,ciclabile,Attraversamento del Tevere tra tra via del Foro Italico e Tor di Quinto,da_definire,23.0,placeholder,,
Ciclabilita_Rete:9221fea5d2,ciclabile,Via Anagnina,da_definire,21.0,placeholder,,
Ciclabilita_Rete:c8a81d6871,ciclabile,Via Fornaci di Tor di Quinto - Ponte Tevere -  Via Enrico Elia,da_definire,23.0,placeholder,,
Ciclabilita_Rete:fd90daaa0a,ciclabile,Via Aurelia (Stazione Aurelia - Via Castel di Guido) - Via Castel di Guido - Via Aurelia su fiume Arrone,da_definire,7.0,placeholder,,
Ciclabilita_Rete:4f2d67f9c2,ciclabile,Via Cassia - Stazione La Giustiniana,da_definire,23.0,placeholder,,
Ciclabilita_Rete:f283c57969,ciclabile,Via Portuense,da_definire,7.0,placeholder,,
Ciclabilita_Rete:b9073b4017,ciclabile,Via XX Settembre - Largo S. Susanna - Via Vittorio Emanuele Orlando - Via Nazionale,da_definire,5.0,placeholder,,
Ciclabilita_Rete:1f63b617a9,ciclabile,Piazza Medaglie d'Oro - Gemelli,da_definire,22.0,placeholder,,
Ciclabilita_Rete:d4d8703938,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:b65d0a26f9,ciclabile,Circonvallazione Gianicolense,da_definire,5.0,placeholder,,
Ciclabilita_Rete:3f4a110894,ciclabile,San Basilio - Torraccia - Casal Monastero,da_definire,2.0,placeholder,,
Ciclabilita_Rete:10e8aae7c4,ciclabile,Trullo - Portuense - Trastevere,da_definire,21.0,placeholder,,
Ciclabilita_Rete:934ca74806,ciclabile,Via dei Colli Portuensi,da_definire,21.0,placeholder,,
Ciclabilita_Rete:70211ce143,ciclabile,Fermata Metro Manzoni - Fermata Metro Furio Camillo (lungo via E. Filiberto e Via Appia Nuova),da_definire,21.0,placeholder,,
Ciclabilita_Rete:7d0acb8119,ciclabile,Collegamento ciclabile castel Giubileo - Aeroporto Urbe,da_definire,0.0,placeholder,,
Ciclabilita_Rete:14d1763c7e,ciclabile,Circonvallazione Gianicolense - Via Silvestri - Via di Bravetta - Via de Francisci - Via Aurelia - Via Pironti,da_definire,23.0,placeholder,,
Ciclabilita_Rete:36f5a88af7,ciclabile,"Parte del Progetto ""Parco Lineare dell'Antica Via Collatini da Porta Maggiore a Gabii""",da_definire,5.0,placeholder,,
Ciclabilita_Rete:8a90f9d4aa,ciclabile,Trullo - Lungotevere,da_definire,7.0,placeholder,,
Ciclabilita_Rete:ab283c02a3,ciclabile,Trullo - Lungotevere,da_definire,7.0,placeholder,,
Ciclabilita_Rete:82ba975e2f,ciclabile,Prati Fiscali - Jonio,da_definire,2.0,placeholder,,
Ciclabilita_Rete:7c59f2e810,ciclabile,Via V. Agnelli - Via B. Ramazzini,da_definire,22.0,placeholder,,
Ciclabilita_Rete:0069d42901,ciclabile,Viale Quattro Venti,da_definire,22.0,placeholder,,
Ciclabilita_Rete:16a5c3d38e,ciclabile,Fermata Metro Manzoni - Fermata Metro Furio Camillo (lungo via E. Filiberto e Via Appia Nuova),da_definire,0.0,placeholder,,
Ciclabilita_Rete:c871432948,ciclabile,Trullo - Lungotevere,da_definire,7.0,placeholder,,
Ciclabilita_Rete:7397bc7736,ciclabile,Battistini - Boccea,da_definire,22.0,placeholder,,
Ciclabilita_Rete:ddb40a034e,ciclabile,Via di Boccea,da_definire,7.0,placeholder,,
Ciclabilita_Rete:79ccf2a156,ciclabile,Dorsale Casilina (Metro Termini - Via Togliatti),da_definire,0.0,placeholder,,
Ciclabilita_Rete:d94e9c521a,ciclabile,Centro Sportivo Vigor,da_definire,0.0,placeholder,,
Ciclabilita_Rete:e4d5090fda,ciclabile,Viale dei Romanisti,da_definire,2.0,placeholder,,
Ciclabilita_Rete:e6b460fed8,ciclabile,Viale Quattro Venti,da_definire,24.0,placeholder,,
Ciclabilita_Rete:b4d4ae5c80,ciclabile,Via Ulderico Mazzolani,da_definire,0.0,placeholder,,
Ciclabilita_Rete:b0a8675e0d,ciclabile,Riserva dell'Aniene,da_definire,0.0,placeholder,,
Ciclabilita_Rete:e16920f054,ciclabile,Da Stazione San Filippo Neri a Stazione La Giustiniana,da_definire,5.0,placeholder,,
Ciclabilita_Rete:30bd78f10e,ciclabile,Riserva dell'Aniene,da_definire,0.0,placeholder,,
Ciclabilita_Rete:7c82bb3e3c,ciclabile,Via di Boccea,da_definire,7.0,placeholder,,
Ciclabilita_Rete:2da1e5b61d,ciclabile,Via di Boccea,da_definire,7.0,placeholder,,
Ciclabilita_Rete:ee95f6e98b,ciclabile,Via Togliatti (Largo Santi-Tuscolana),da_definire,22.0,placeholder,,
Ciclabilita_Rete:639e0dd866,ciclabile,Battistini - Boccea,da_definire,24.0,placeholder,,
Ciclabilita_Rete:4b58ed0cbb,ciclabile,Via Maestre Pie Filippini - Via Tarsia - Via di Casal del Marmo - Via Inzago - Via Linarolo - Via Casorezzo - Via di Selva Candida,da_definire,23.0,placeholder,,
Ciclabilita_Rete:3ea61d9c46,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:ab7cbad9b5,ciclabile,Circonvallazione Gianicolense - Via Silvestri - Via di Bravetta - Via de Francisci - Via Aurelia - Via Pironti,da_definire,21.0,placeholder,,
Ciclabilita_Rete:f51be3f885,ciclabile,Via Leone XIII - Viale dei Colli Portuensi,da_definire,2.0,placeholder,,
Ciclabilita_Rete:c737fbff7f,ciclabile,"Collegamento ciclabile Ciampino - ""Asse degli Acquedotti""",da_definire,5.0,placeholder,,
Ciclabilita_Rete:8b89222be1,ciclabile,Lungotevere dei Sangallo - Lungotevere dei Tebaldi - Aggancio Corso Vittorio Emanuele II,da_definire,21.0,placeholder,,
Ciclabilita_Rete:cdc4a50343,ciclabile,Collegamento Via Aurelia - Via della Pisana,da_definire,7.0,placeholder,,
Ciclabilita_Rete:c9e856ff25,ciclabile,Lungotevere Marzio - Lungotevere in Augusta,da_definire,21.0,placeholder,,
Ciclabilita_Rete:ccecb00637,ciclabile,Via Aurelia (Stazione Aurelia - Via Castel di Guido) - Via Castel di Guido - Via Aurelia su fiume Arrone,da_definire,7.0,placeholder,,
Ciclabilita_Rete:f863f7678f,ciclabile,Circonvallazione Aurelia - Circonvallazione Cornelia - Via di Boccea - Via Bonifazi,da_definire,7.0,placeholder,,
Ciclabilita_Rete:d3479bddc8,ciclabile,Via XX Settembre,da_definire,5.0,placeholder,,
Ciclabilita_Rete:8176b8fdf7,ciclabile,Circonvallazione Aurelia - Circonvallazione Cornelia - Via di Boccea - Via Bonifazi,da_definire,7.0,placeholder,,
Ciclabilita_Rete:69bb876e8f,ciclabile,Parte della Tirrenica_dalla pista ciclabile Tevere Ponte di Mezzocammino al confine comunale di Fiumicino,da_definire,2.0,placeholder,,
Ciclabilita_Rete:8942363ca1,ciclabile,Prolungamento Pista Nomentana a Stazione Termini + aggancio piazza di Porta San Lorenzo,da_definire,2.0,placeholder,,
Ciclabilita_Rete:4df99c34ce,ciclabile,Via Tiburtina dal Tunnel di Santa Bibiana (Piazzale Tiburtino) a Viale Regina Elena,da_definire,1.0,placeholder,,
Ciclabilita_Rete:4dbee96160,ciclabile,Castro Pretorio - Termini,da_definire,2.0,placeholder,,
Ciclabilita_Rete:609a128bd4,ciclabile,Castro Pretorio - Termini,da_definire,2.0,placeholder,,
Ciclabilita_Rete:244420f500,ciclabile,Via Prenestina,da_definire,5.0,placeholder,,
Ciclabilita_Rete:f166908982,ciclabile,,da_definire,7.0,placeholder,,
Ciclabilita_Rete:cbc0918ac6,ciclabile,Monte Ciocci,da_definire,0.0,placeholder,,
Ciclabilita_Rete:76a3872b95,ciclabile,Gregorio VII - Porta Cavalleggeri / Via delle Fornaci + aggancio Corso Vittorio Emanuele,da_definire,0.0,placeholder,,
Ciclabilita_Rete:5f761ba3be,ciclabile,Via Cassia - Stazione La Giustiniana,da_definire,0.0,placeholder,,
Ciclabilita_Rete:b0fdfa37e9,ciclabile,Prolungamento Pista Nomentana a Stazione Termini + aggancio piazza di Porta San Lorenzo,da_definire,2.0,placeholder,,
Ciclabilita_Rete:c5fe78145e,ciclabile,Via Prenestina,da_definire,5.0,placeholder,,
Ciclabilita_Rete:4c8b6bc3fb,ciclabile,Prolungamento Pista Nomentana a Stazione Termini + aggancio piazza di Porta San Lorenzo,da_definire,2.0,placeholder,,
Ciclabilita_Rete:4ead47f130,ciclabile,Collegamento Piazza del Popolo - Vaticano - Via Ottaviano,da_definire,22.0,placeholder,,
Ciclabilita_Rete:f6e9bfbfa5,ciclabile,Dorsale Casilina (Torre Maura -Torre Angela),da_definire,23.0,placeholder,,
Ciclabilita_Rete:59616e0f59,ciclabile,Via di Grottarossa - Via Veientana - Parco Papacci - Ponte sul Crescenza - Via di Grottarossa,da_definire,22.0,placeholder,,
Ciclabilita_Rete:dd8140d7a8,ciclabile,Via Trionfale (Via della Camilluccia - Via Igea),da_definire,5.0,placeholder,,
Ciclabilita_Rete:91188bc537,ciclabile,Gregorio VII - Porta Cavalleggeri / Via delle Fornaci + aggancio Corso Vittorio Emanuele,da_definire,0.0,placeholder,,
Ciclabilita_Rete:8d4a93d2ac,ciclabile,Gregorio VII - Porta Cavalleggeri / Via delle Fornaci + aggancio Corso Vittorio Emanuele,da_definire,0.0,placeholder,,
Ciclabilita_Rete:9387774ebf,ciclabile,GRAB,da_definire,2.0,placeholder,,
Ciclabilita_Rete:e4869d5478,ciclabile,Viale Marconi,da_definire,21.0,placeholder,,
Ciclabilita_Rete:efbb5e5f37,ciclabile,Viale Trastevere,da_definire,100.0,placeholder,,
Ciclabilita_Rete:ad0a185983,ciclabile,Via dell'Arrone - Via di Santa Maria di Galeria - Via della Stazione di Cesano (stazione di Cesano),da_definire,7.0,placeholder,,
Ciclabilita_Rete:7259b24b3d,ciclabile,Ciclovia Tibur Valeria (Bicitalia 7),da_definire,5.0,placeholder,,
Ciclabilita_Rete:10e9051d6a,ciclabile,Via Appia Nuova (Arco di Travertino - Confine Comunale),da_definire,0.0,placeholder,,
Ciclabilita_Rete:13837401a6,ciclabile,Collegamento Piazza Risorgimento Piazzale Clodio,da_definire,22.0,placeholder,,
Ciclabilita_Rete:ced5ab254d,ciclabile,Sentiero Pasolini,da_definire,5.0,placeholder,,
Ciclabilita_Rete:317490e12e,ciclabile,Litoranea Ostia - Torvaianica,da_definire,5.0,placeholder,,
Ciclabilita_Rete:0a04d57462,ciclabile,Fiera-Mare (Infernetto - Litoranea),da_definire,5.0,placeholder,,
Ciclabilita_Rete:04ffe3105f,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:555bafc3b4,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:7465b89bf1,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:30045d91fc,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:ff15faad40,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:04ed7d3ed9,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:138c5a13fe,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:16e822d75a,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:0901606ed3,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:6eacc918f6,ciclabile,,da_definire,0.0,placeholder,,
Ciclabilita_Rete:65e6b890e0,ciclabile,Via Laurentina (Via di Tor Pagnotta - Via Vallerano),da_definire,7.0,placeholder,,
Ciclabilita_Rete:acebabe9bf,ciclabile,Tor Pagnotta - Fonte Laurentina,da_definire,0.0,placeholder,,
Ciclabilita_Rete:7579be6625,ciclabile,Viale Sabatini-Via Fiume Bianco-Viale Borghi-Via Garosi-Via di Valleranello-Via Chiarini-Via Amaldi,da_definire,0.0,placeholder,,
Ciclabilita_Rete:f3e12ea9cb,ciclabile,Attraversamento fluviale Dragona - Fiera di Roma,da_definire,7.0,placeholder,,
Ciclabilita_Rete:bd687f469c,ciclabile,Via Ostiense,da_definire,23.0,placeholder,,
Ciclabilita_Rete:b890b6da1c,ciclabile,Via Portuense,da_definire,7.0,placeholder,,
Ciclabilita_Rete:b7be02f8eb,ciclabile,Via Cassia - Stazione La Giustiniana,da_definire,23.0,placeholder,,
Ciclabilita_Rete:f0a2264a03,ciclabile,Via di Grottarossa - Via Veientana - Parco Papacci - Ponte sul Crescenza - Via di Grottarossa,da_definire,22.0,placeholder,,
Ciclabilita_Rete:e9ccb3794b,ciclabile,Via di Grottarossa - Via Veientana - Parco Papacci - Ponte sul Crescenza - Via di Grottarossa,da_definire,22.0,placeholder,,
